421214	A/35/17	11176/387434	1980-01-01 0:00:00	1980-01-01 0:00:00					http://hdl.handle.net/11176/399393	English	Report of the United Nations Commission on international trade law on the work of its thirteenth session, 14-25 july 1980 : General Assembly, official records, thirty-fifth session, supplement no. 17, A/35/17					United Nations Commission on International Trade Law				
422179	A/35/17	11176/387434	1980-01-01 0:00:00	1980-01-01 0:00:00					http://hdl.handle.net/11176/400358	French			Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa treizième session, 14-25 juillet 1980 : Assemblée générale, documents officiels, trente-cinquième session, supplément n° 17, a/35/17					Commission des Nations Unies pour le droit commercial international		
419623	A/35/17	11176/387434	1980-01-01 0:00:00	1980-01-01 0:00:00					http://hdl.handle.net/11176/397802	Spanish		Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 13° período de sesiones, 14 a 25 de julio de 1980 : Asamblea General, documentos oficiales, trigesimo quinto periodo de sesiones, suplemento no. 17, A/35/17					Comisión de las Naciones Unidas para el Derecho Mercantil Internacional			
419789	A/35/20	11176/387434	1980-01-01 0:00:00	1980-01-01 0:00:00					http://hdl.handle.net/11176/397968	English	Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, thirty-fifth session, supplement no. 20, A/35/20					Committee on the Peaceful Uses of Outer Space				
419425	A/35/20	11176/387434	1980-01-01 0:00:00	1980-01-01 0:00:00					http://hdl.handle.net/11176/397604	French			Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, trente-cinquième session, supplément n° 20, A/35/20					Comité des utilisations pacifiques de l'espace extra-atmosphérique		
421548	A/35/20	11176/387434	1980-01-01 0:00:00	1980-01-01 0:00:00					http://hdl.handle.net/11176/399727	Spanish		Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, trigesimo quinto periodo de sesiones, suplemento no. 20, A/35/20					Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos			
419972	A/36/17	11176/387434	1981-01-01 0:00:00	1981-01-01 0:00:00					http://hdl.handle.net/11176/398151	English	Report of the United Nations Commission on international trade law on the work of its fourteenth session, 19-26 june 1981 : General Assembly, official records, thirty-sixth session, supplement no. 17, A/36/17					United Nations Commission on International Trade Law				
421773	A/36/17	11176/387434	1981-01-01 0:00:00	1981-01-01 0:00:00					http://hdl.handle.net/11176/399952	French			Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa quatorzième session, 19-26 juin 1981 : Assemblée générale documents officiels, trente-sixième session, supplément n° 17, a/36/17					Commission des Nations Unies pour le droit commercial international		
418827	A/36/17	11176/387434	1981-01-01 0:00:00	1981-01-01 0:00:00					http://hdl.handle.net/11176/397006	Spanish		Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 14° período de sesiones, 19 a 26 de junio de 1981 : Asamblea General, documentos oficiales, trigesimo sexto periodo de sesiones, suplemento no. 17, A/36/17					Comisión de las Naciones Unidas para el Derecho Mercantil Internacional			
422108	A/36/192	11176/387434	1981-01-01 0:00:00	1981-01-01 0:00:00					http://hdl.handle.net/11176/400287	English	Request for the inclusion of a supplementary item in the agenda of the thirty-sixth session : Conclusion of a treaty on the prohibition of the stationing of weapons of any kind in outer space, letter dated 10 august 1981 from the minister for foreign affairs of the Union of Soviet Socialist Republics addressed to the Secretary-General									
420732	A/36/20	11176/387434	1981-01-01 0:00:00	1981-01-01 0:00:00					http://hdl.handle.net/11176/398911	English	Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, thirty-sixth session, supplement no. 20, A/36/20					Committee on the Peaceful Uses of Outer Space				
420806	A/36/20	11176/387434	1981-01-01 0:00:00	1981-01-01 0:00:00					http://hdl.handle.net/11176/398985	French			Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, trente-sixième session, supplément n° 20, A/36/20					Comité des utilisations pacifiques de l'espace extra-atmosphérique		
422353	A/36/20	11176/387434	1981-01-01 0:00:00	1981-01-01 0:00:00					http://hdl.handle.net/11176/400532	Spanish		Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, trigesimo sexto periodo de sesiones, suplemento no. 20, A/36/20					Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos			
420351	A/37/17	11176/387434	1982-01-01 0:00:00	1982-01-01 0:00:00					http://hdl.handle.net/11176/398530	English	Report of the United Nations Commission on international trade law on the work of its fifteenth session, 26 juiy-6 august 1982 : General Assembly, official records, thirty-seventh session, supplement no.17, A/37/17					United Nations Commission on International Trade Law				
419688	A/37/17	11176/387434	1982-01-01 0:00:00	1982-01-01 0:00:00					http://hdl.handle.net/11176/397867	French			Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa quinzième session, 26 juillet-6 août 1982 : Assemblée générale, documents officiels, trente-septième session, supplément n° 17, a/37/17					Commission des Nations Unies pour le droit commercial international		
422163	A/37/17	11176/387434	1982-01-01 0:00:00	1982-01-01 0:00:00					http://hdl.handle.net/11176/400342	Spanish		Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 15° período de sesiones, 26 de julio a 6 de agosto de 1982 : Asamblea General, documentos oficiales, trigesimo septimo periodo de sesiones, suplemento no. 17, A/37/17					Comisión de las Naciones Unidas para el Derecho Mercantil Internacional			
420579	A/37/20	11176/387434	1982-01-01 0:00:00	1982-01-01 0:00:00					http://hdl.handle.net/11176/398758	English	Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, thirty-seventh, session supplement no. 20, A/37/20					Committee on the Peaceful Uses of Outer Space				
420165	A/37/20	11176/387434	1982-01-01 0:00:00	1982-01-01 0:00:00					http://hdl.handle.net/11176/398344	French			Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, trente-septième session, supplément n° 20, A/37/20					Comité des utilisations pacifiques de l'espace extra-atmosphérique		
422115	A/37/20	11176/387434	1982-01-01 0:00:00	1982-01-01 0:00:00					http://hdl.handle.net/11176/400294	Spanish		Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, trigesimo septimo periodo de sesiones, suplemento no. 20, A/37/20					Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos			
418504	A/38/17	11176/387434	1983-01-01 0:00:00	1983-01-01 0:00:00					http://hdl.handle.net/11176/396683	English	Report of the United Nations Commission on international trade law on the work of its sixteenth session, 24 may-3 june 1983 : General Assembly, official records, thirty-eighth session, supplement no. 17, A/38/17					United Nations Commission on International Trade Law				
421882	A/38/17	11176/387434	1983-01-01 0:00:00	1983-01-01 0:00:00					http://hdl.handle.net/11176/400061	French			Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa seizième session, 24 mai-3 juin 1983 : Assemblée générale, documents officiels, trente-huitième session, supplément no 17, a/38/17					Commission des Nations Unies pour le droit commercial international		
420858	A/38/17	11176/387434	1983-01-01 0:00:00	1983-01-01 0:00:00					http://hdl.handle.net/11176/399037	Spanish		Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 16° período de sesiones, 24 de mayo a 3 de junio de 1983 : Asamblea General, documentos oficiales, trigesimo octavo periodo de sesiones, suplemento no. 17, A/38/17					Comisión de las Naciones Unidas para el Derecho Mercantil Internacional			
420282	A/38/20	11176/387434	1983-01-01 0:00:00	1983-01-01 0:00:00					http://hdl.handle.net/11176/398461	English	Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, thirty-eighth session, supplement no. 20, A/38/20					Committee on the Peaceful Uses of Outer Space				
418355	A/38/20	11176/387434	1983-01-01 0:00:00	1983-01-01 0:00:00					http://hdl.handle.net/11176/396534	French			Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, trente-huitième session, supplément no 20, A/38/20 1					Comité des utilisations pacifiques de l'espace extra-atmosphérique		
418741	A/38/20	11176/387434	1983-01-01 0:00:00	1983-01-01 0:00:00					http://hdl.handle.net/11176/396920	Spanish		Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, trigesimo octavo periodo de sesiones, suplemento no. 20, A/38/20					Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos			
418221	A/39/17	11176/387434	1984-01-01 0:00:00	1984-01-01 0:00:00					http://hdl.handle.net/11176/396400	English	Report of the United Nations Commission on international trade law on the work of its seventeenth session, 25 june-10 july 1984 : General Assembly, official records, thirty-ninth session, supplement no. 17, A/39/17					United Nations Commission on International Trade Law				
421654	A/39/17	11176/387434	1984-01-01 0:00:00	1984-01-01 0:00:00					http://hdl.handle.net/11176/399833	French			Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa dix-septième session, 25 juin-10 juillet 1984 : Assemblée générale, documents officiels, trente-neuvième session, supplément n° 17, a/39/17					Commission des Nations Unies pour le droit commercial international		
418926	A/39/17	11176/387434	1984-01-01 0:00:00	1984-01-01 0:00:00					http://hdl.handle.net/11176/397105	Spanish		Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 17° período de sesiones, 25 de junio a 10 de julio de 1984 : Asamblea General, documentos oficiales, trigesimo noveno periodo de sesiones, suplemento no. 17, A/39/17					Comisión de las Naciones Unidas para el Derecho Mercantil Internacional			
419181	A/39/20	11176/387434	1984-01-01 0:00:00	1984-01-01 0:00:00					http://hdl.handle.net/11176/397360	English	Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, thirty-ninth session, supplement no. 20, A/39/20					Committee on the Peaceful Uses of Outer Space				
420360	A/39/20	11176/387434	1984-01-01 0:00:00	1984-01-01 0:00:00					http://hdl.handle.net/11176/398539	French			Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, trente-neuvième session, supplément n° 20, A/39/20					Comité des utilisations pacifiques de l'espace extra-atmosphérique		
418561	A/39/20	11176/387434	1984-01-01 0:00:00	1984-01-01 0:00:00					http://hdl.handle.net/11176/396740	Spanish		Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, trigesimo noveno periodo de sesiones, suplemento no. 20, A/39/20					Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos			
419120	A/40/17	11176/387434	1985-01-01 0:00:00	1985-01-01 0:00:00					http://hdl.handle.net/11176/397299	English	Report of the United Nations Commission on international trade law on the work of its eighteenth session, 3-21 june 1985 : General Assembly, official records, fortieth session, supplement no. 17, A/40/17					United Nations Commission on International Trade Law				
422198	A/40/17	11176/387434	1985-01-01 0:00:00	1985-01-01 0:00:00					http://hdl.handle.net/11176/400377	French			Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa dix-huitième session, 3-21 juin 1985 : Assemblée générale, documents officiels, quarantième session, supplément n° 17, a/40/17					Commission des Nations Unies pour le droit commercial international		
420317	A/40/17	11176/387434	1985-01-01 0:00:00	1985-01-01 0:00:00					http://hdl.handle.net/11176/398496	Spanish		Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 18° período de sesiones, 3 a 21 de junio de 1985 : Asamblea General, documentos oficiales, cuadragesimo periodo de sesiones, suplemento no. 17, A/40/17					Comisión de las Naciones Unidas para el Derecho Mercantil Internacional			
419767	A/40/20	11176/387434	1985-01-01 0:00:00	1985-01-01 0:00:00					http://hdl.handle.net/11176/397946	English	Report of the Committee on the peaceful uses of outer space : General Assembly, official records, fortieth session, supplement no. 20, A/40/20					Committee on the Peaceful Uses of Outer Space				
419584	A/40/20	11176/387434	1985-01-01 0:00:00	1985-01-01 0:00:00					http://hdl.handle.net/11176/397763	French			Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, quarantième session, supplément n° 20, a/40/20					Comité des utilisations pacifiques de l'espace extra-atmosphérique		
418284	A/40/20	11176/387434	1985-01-01 0:00:00	1985-01-01 0:00:00					http://hdl.handle.net/11176/396463	Spanish		Informe de la Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos : Asamblea General, documentos oficiales, cuadragesimo periodo de sesiones, suplemento no. 20, A/40/20					Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos			
419014	A/40/20.Supp.	11176/387434	1985-01-01 0:00:00	1985-01-01 0:00:00				85-24950	http://hdl.handle.net/11176/397193	English	Report of the Committee on the Peaceful Uses of Outer Space : corrigendum					Committee on the Peaceful Uses of Outer Space				
419242	A/40/20.Supp.	11176/387434	1985-01-01 0:00:00	1985-01-01 0:00:00					http://hdl.handle.net/11176/397421	French			Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : rectificatif					Comité des utilisations pacifiques de l'espace extra-atmosphérique		
420868	A/40/20.Supp.	11176/387434	1985-01-01 0:00:00	1985-01-01 0:00:00					http://hdl.handle.net/11176/399047	Spanish		Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : corrección					Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos			
420145	A/41/17	11176/387434	1986-01-01 0:00:00	1986-01-01 0:00:00					http://hdl.handle.net/11176/398324	English	Report of the United Nations Commission on international trade law on the work of its nineteenth session, 23 june-11 july 1986 : General Assembly, official records, forty-first session, supplement no. 17, A/41/17					United Nations Commission on International Trade Law				
419494	A/41/17	11176/387434	1986-01-01 0:00:00	1986-01-01 0:00:00					http://hdl.handle.net/11176/397673	French			Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa dix-neuvième session, 23 juin-11 juillet 1986 : Assemblée générale, documents officiels, quarante et unième session, supplément n° 17, a/41/17					Commission des Nations Unies pour le droit commercial international		
421564	A/41/17	11176/387434	1986-01-01 0:00:00	1986-01-01 0:00:00					http://hdl.handle.net/11176/399743	Spanish		Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 19° período de sesiones, 23 de junio a 11 de julio de 1986 : Asamblea General, documentos oficiales, cuadragesimo primer periodo de sesiones, suplemento no. 17, A/41/17					Comisión de las Naciones Unidas para el Derecho Mercantil Internacional			
419069	A/41/20	11176/387434	1986-01-01 0:00:00	1986-01-01 0:00:00					http://hdl.handle.net/11176/397248	English	Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, forty-first session, supplement no. 20, A/41/20					Committee on the Peaceful Uses of Outer Space				
422082	A/41/20	11176/387434	1986-01-01 0:00:00	1986-01-01 0:00:00					http://hdl.handle.net/11176/400261	French			Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, quarante et unième session, supplément n° 20, a/41/20					Comité des utilisations pacifiques de l'espace extra-atmosphérique		
418699	A/41/20	11176/387434	1986-01-01 0:00:00	1986-01-01 0:00:00					http://hdl.handle.net/11176/396878	Spanish		Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, cuadragesimo primer periodo de sesiones, suplemento no. 20, A/41/20					Comisión sobre la Utilización del Espacio Ultraterrestre con Fines Pacíficos			
418372	A/42/17	11176/387434	1987-01-01 0:00:00	1987-01-01 0:00:00					http://hdl.handle.net/11176/396551	English	Report of the United Nations Commission on international trade law on the work of its twentieth session, 20 july -14 august 1987 : General Assembly, official records, forty-second session, supplement no. 17, A/42/17					United Nations Commission on International Trade Law				
422268	A/42/17	11176/387434	1987-01-01 0:00:00	1987-01-01 0:00:00					http://hdl.handle.net/11176/400447	French			Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa vingtième session, 20 juillet-14 août 1987 : Assemblée générale, documents officiels, quarante-deuxième session, supplément n° 17, A/42/17					Commission des Nations Unies pour le droit commercial international		
421136	A/42/17	11176/387434	1987-01-01 0:00:00	1987-01-01 0:00:00					http://hdl.handle.net/11176/399315	Spanish		Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 20° período de sesiones, 20 de julio a 14 de agosto de 1987 : Asamblea General, documentos oficiales, cuadragesimo segundo periodo de sesiones, suplemento no. 17, A/42/17					Comisión de las Naciones Unidas para el Derecho Mercantil Internacional			
418855	A/43/17	11176/387434	1988-01-01 0:00:00	1988-01-01 0:00:00					http://hdl.handle.net/11176/397034	English	Report of the United Nations Commission on international trade law on the work of its twenty-first session, 11-22 april 1988 : General Assembly, official records, forty-third session, supplement no. 17, A/43/17					United Nations Commission on International Trade Law				
418278	A/43/17	11176/387434	1988-01-01 0:00:00	1988-01-01 0:00:00					http://hdl.handle.net/11176/396457	French			Rapport dela Commission des Nations Unies pour le droit commercial international sur les travaux de sa vingt et unième session, 11—12 avril 1988 : Assemblée générale, documents officiels, quarante-troisième session, supplément n° 17, A/43/17					Commission des Nations Unies pour le droit commercial international		
418361	A/43/17	11176/387434	1988-01-01 0:00:00	1988-01-01 0:00:00					http://hdl.handle.net/11176/396540	Spanish		Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 21° período de sesiones, 11 a 22 de abril de 1988 : documentos oficiales, cuadragesimo tercer periodo de sesiones, suplemento no. 17, A/43/17					Comisión de las Naciones Unidas para el Derecho Mercantil Internacional			
418258	A/44/17	11176/387434	1989-01-01 0:00:00	1989-01-01 0:00:00					http://hdl.handle.net/11176/396437	English	Report of the United Nations Commission on international trade law on the work of its twenty-second session, 16 may - 2 june 1989 : General Assembly, official records, forty-fourth session, supplement no. 17, A/44/17					United Nations Commission on International Trade Law				
419050	A/44/17	11176/387434	1989-01-01 0:00:00	1989-01-01 0:00:00					http://hdl.handle.net/11176/397229	French			Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa vingt-deuxième session, 16 mai-2 juin 1989 : Assemblée générale, documents officiels, quarante-quatrième session, supplément n° 17, A/44/17					Commission des Nations Unies pour le droit commercial international		
